Product Name,Slug,Category,Price (EUR),Compare-At Price (EUR),In Stock,Image URL,Description
CG FAVA BEANS WITH CUMIN 400G,cg-fava-beans-with-cumin-400g,ready-meals,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_mevovxmevovxmevo.png,CG FAVA BEANS WITH CUMIN 400G
CG FAVA BEANS CHILLI 400G,cg-fava-beans-chilli-400g,ready-meals,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_d56bwod56bwod56b.png,CG FAVA BEANS CHILLI 400G
CG FAVA BEANS PALESTINIAN RECIPE 400G,cg-fava-beans-palestinian-recipe-400g,ready-meals,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_sc1cptsc1cptsc1c.png,CG FAVA BEANS PALESTINIAN RECIPE 400G
CG HOMMOS TAHINA 400G,cg-hommos-tahina-400g,ready-meals,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_846spl846spl846s.png,CG HOMMOS TAHINA 400G
EE BUTTER BEANS TIN 400G,ee-butter-beans-tin-400g,canned-foods,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_hb1q0yhb1q0yhb1q.png,EE BUTTER BEANS TIN 400G
EE RED KIDNEY BEANS TIN 400G,ee-red-kidney-beans-tin-400g,canned-foods,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_c04trqc04trqc04t.png,EE RED KIDNEY BEANS TIN 400G
EE YELLOW GRAM (KALA CHANA) TIN 400G,ee-yellow-gram-kala-chana-tin-400g,canned-foods,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_4kfclc4kfclc4kfc.png,EE YELLOW GRAM (KALA CHANA) TIN 400G
EE WHITE KIDNEY BEANS TIN 400G,ee-white-kidney-beans-tin-400g,canned-foods,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_ip3izhip3izhip3i.png,EE WHITE KIDNEY BEANS TIN 400G
CG FAWA BEANS LABANESE 400G,cg-fawa-beans-labanese-400g,ready-meals,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_xshf9qxshf9qxshf.png,CG FAWA BEANS LABANESE 400G
EE CHICK PEAS 400G,ee-chick-peas-400g,canned-foods,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_rbk71mrbk71mrbk7.png,EE CHICK PEAS 400G
HEERA CHICK PEAS 400G,heera-chick-peas-400g,canned-foods,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_2jy20x2jy20x2jy2.png,HEERA CHICK PEAS 400G
EE CHICK PEAS 800G,ee-chick-peas-800g,canned-foods,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_s1pcj2s1pcj2s1pc.png,EE CHICK PEAS 800G
Z BREGOV MILK LONG LIFE 2.8% 1LTR,z-bregov-milk-long-life-2-8-1ltr,milk-cheese-youghurt,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_gntvc9gntvc9gntv.png,Z BREGOV MILK LONG LIFE 2.8% 1LTR
DAIRY LAND FRESH MILK 2LTR,dairy-land-fresh-milk-2ltr,milk-cheese-youghurt,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_gntvc9gntvc9gntv-1.png,DAIRY LAND FRESH MILK 2LTR
ERZURUM FETA CHEESE 45% 800G,erzurum-feta-cheese-45-800g,milk-cheese-youghurt,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_gntvc9gntvc9gntv-2.png,ERZURUM FETA CHEESE 45% 800G
ERZURUM FETA CHEESE 55% 800G,erzurum-feta-cheese-55-800g,milk-cheese-youghurt,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_gntvc9gntvc9gntv-3.png,ERZURUM FETA CHEESE 55% 800G
ERZURUM FETA CHEESE 60% 800G,erzurum-feta-cheese-60-800g,milk-cheese-youghurt,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_gntvc9gntvc9gntv-4.png,ERZURUM FETA CHEESE 60% 800G
BAGAZI BULGARIAN CHEESE 800G,bagazi-bulgarian-cheese-800g,milk-cheese-youghurt,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_6vuz4r6vuz4r6vuz.png,BAGAZI BULGARIAN CHEESE 800G
GAZI GOAT MILK CHEESE 50% 400G,gazi-goat-milk-cheese-50-400g,milk-cheese-youghurt,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_6vuz4r6vuz4r6vuz-1.png,GAZI GOAT MILK CHEESE 50% 400G
GAZI SHEEP MILK CHEESE 50% 400G,gazi-sheep-milk-cheese-50-400g,milk-cheese-youghurt,9.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_6vuz4r6vuz4r6vuz-2.png,GAZI SHEEP MILK CHEESE 50% 400G
GAZI LABNE TAZE PEYNIR 600G,gazi-labne-taze-peynir-600g,milk-cheese-youghurt,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_6vuz4r6vuz4r6vuz-3.png,GAZI LABNE TAZE PEYNIR 600G
GAZI KAYMAK KREM 200G,gazi-kaymak-krem-200g,milk-cheese-youghurt,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_6vuz4r6vuz4r6vuz-4.png,GAZI KAYMAK KREM 200G
SIRTAKIS HALLOUMI CHEESE 225G,sirtakis-halloumi-cheese-225g,milk-cheese-youghurt,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_7w4h8a7w4h8a7w4h.png,SIRTAKIS HALLOUMI CHEESE 225G
SIRTAKIS GREEK STYLE FETA CHEES 400G,sirtakis-greek-style-feta-chees-400g,milk-cheese-youghurt,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_7w4h8a7w4h8a7w4h-1.png,SIRTAKIS GREEK STYLE FETA CHEES 400G
HR PANEER TOFU MAKHANI 285G,hr-paneer-tofu-makhani-285g,ready-meals,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_ydkac2ydkac2ydka.png,HR PANEER TOFU MAKHANI 285G
ZAAD BEEF SALAMI 900G,zaad-beef-salami-900g,meats-seafood,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_a6j0cua6j0cua6j0-1.png,ZAAD BEEF SALAMI 900G
ZAAD BEEF SALAMI 500G,zaad-beef-salami-500g,meats-seafood,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_w31q8kw31q8kw31q-1.png,ZAAD BEEF SALAMI 500G
GAZI TAZA PEYNIR LABNE 180G,gazi-taza-peynir-labne-180g,milk-cheese-youghurt,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_7w4h8a7w4h8a7w4h-2.png,GAZI TAZA PEYNIR LABNE 180G
GAZI KASAR PEYNIRI CHEESE 250G,gazi-kasar-peyniri-cheese-250g,milk-cheese-youghurt,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_7w4h8a7w4h8a7w4h-3.png,GAZI KASAR PEYNIRI CHEESE 250G
POLI COCKTAIL CHICKEN FRANK 330G,poli-cocktail-chicken-frank-330g,meats-seafood,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_7w4h8a7w4h8a7w4h-4.png,POLI COCKTAIL CHICKEN FRANK 330G
HONEY MANGO BOX 1.5KG,honey-mango-box-1-5kg,vegtables-fruits,14.99,,no,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_cobl3ocobl3ocobl.png,HONEY MANGO BOX 1.5KG
ZAAD SALAMI CHICKEN 900GM,zaad-salami-chicken-900gm,ready-meals,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_bpnndjbpnndjbpnn-1.png,ZAAD SALAMI CHICKEN 900GM
ZAAD SALAMI CHICKEN 500GM,zaad-salami-chicken-500gm,meats-seafood,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_4n20ub4n20ub4n20-1.png,ZAAD SALAMI CHICKEN 500GM
HR PINDI CHANA 300GM,hr-pindi-chana-300gm,ready-meals,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_7ms7ul7ms7ul7ms7.png,HR PINDI CHANA 300GM
HR PUNJABI CHOLEY 300GM,hr-punjabi-choley-300gm,ready-meals,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_lcb37hlcb37hlcb3.png,HR PUNJABI CHOLEY 300GM
HALDIRAM MUTTER PANNER 300G,haldiram-mutter-panner-300g,ready-meals,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_r2pmrtr2pmrtr2pm.png,HALDIRAM MUTTER PANNER 300G
HALDIRAM CHOLEY ALOO 300G,haldiram-choley-aloo-300g,ready-meals,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_dv6qq6dv6qq6dv6q.png,HALDIRAM CHOLEY ALOO 300G
HALDIRAM RAJMA RASEELA 300G,haldiram-rajma-raseela-300g,ready-meals,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/ChatGPT-Image-Jun-2-2026-01_59_57-PM.png,HALDIRAM RAJMA RASEELA 300G
GAZI AYRAN 250ML,gazi-ayran-250ml,dairy-chilled-food,1.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/ChatGPT-Image-Jun-2-2026-03_07_35-PM.png,GAZI AYRAN 250ML
POLI SALAMI CHICKEN 500G,poli-salami-chicken-500g,meats-seafood,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-02-at-12.27.47.jpeg,POLI SALAMI CHICKEN 500G
KIRI CHEESE 100GM,kiri-cheese-100gm,milk-cheese-youghurt,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-02-at-12.27.11.jpeg,KIRI CHEESE 100GM
EE GOLD CHAPATTI ATTA 10KG,ee-gold-chapatti-atta-10kg,flours-atta,25.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/EE-10KG.png,EE GOLD CHAPATTI ATTA 10KG
EE MULTI GRAIN ATTA 1.5KG,ee-multi-grain-atta-1-5kg,flours-atta,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/EE-MULTIGRAIN-1.5KG.png,EE MULTI GRAIN ATTA 1.5KG
EE GOLD CHAPATTI ATTA 1.5KG,ee-gold-chapatti-atta-1-5kg,flours-atta,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/EE-ATTA1.5KG.png,EE GOLD CHAPATTI ATTA 1.5KG
EE MULTI GRAIN CHAKKI ATTA 5KG,ee-multi-grain-chakki-atta-5kg,flours-atta,18.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/EE-MULTI-GRAIN-5KG.png,EE MULTI GRAIN CHAKKI ATTA 5KG
SWARNA CHAKKI ATTA 9.07KG,swarna-chakki-atta-9-07kg,flours-atta,21.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/SWARNA-9.07KG.png,SWARNA CHAKKI ATTA 9.07KG
SWARNA CHAKKI ATTA 4.5KG,swarna-chakki-atta-4-5kg,flours-atta,13.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_if6y0rif6y0rif6y.png,SWARNA CHAKKI ATTA 4.5KG
SWARNA MULTIGRAIN ATTA 9.07KG,swarna-multigrain-atta-9-07kg,flours-atta,29.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/SWARNA-MULTIGRAIN-9.07KG.png,SWARNA MULTIGRAIN ATTA 9.07KG
EE CHAKKI WHOLE WHEAT ATTA 5KG,ee-chakki-whole-wheat-atta-5kg,flours-atta,17.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/EE-GOLD-CHAKKI-5KG.png,EE CHAKKI WHOLE WHEAT ATTA 5KG
EE GOLD CHAPATTI ATTA 20KG,ee-gold-chapatti-atta-20kg,flours-atta,39.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/EE-CHAPPATI-20KG.png,EE GOLD CHAPATTI ATTA 20KG
ELEPHANT ATTA MEDIUM 10KG,elephant-atta-medium-10kg,flours-atta,18.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/ELEPHANT-10KG.png,ELEPHANT ATTA MEDIUM 10KG
ELEPHANT ATTA MEDIUM 25KG,elephant-atta-medium-25kg,flours-atta,31.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/ELEPHANT-25KG.png,ELEPHANT ATTA MEDIUM 25KG
PILLSBURRY CHAKKI ATTA 5KG,pillsburry-chakki-atta-5kg,flours-atta,12.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/PILLSBURRY-5KG.png,PILLSBURRY CHAKKI ATTA 5KG
AVOCADO FRUIT / PIECE,avocado-fruit-piece,vegtables-fruits,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/avocado.png,AVOCADO FRUIT / PIECE
POMEGRANATE RED/ PIECE,pomegranate-red-piece,vegtables-fruits,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/pomegrnates.png,POMEGRANATE RED/ PIECE
PAPAYA FRUIT 1.3 to 1.5KG,papaya-fruit-1-3-to-1-5kg,vegtables-fruits,11.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/papaya.png,PAPAYA FRUIT 1.3 to 1.5KG
HEERA DRIED ALU BUKHARA 200g,heera-dried-alu-bukhara-200g,spices,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-19-at-13.02.23.jpeg,HEERA DRIED ALU BUKHARA 200g
IBERO OLIVE POMACE OIL 5L,ibero-olive-pomace-oil-5l,oils,26.99,30.00,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-18-at-11.56.34.jpeg,IBERO OLIVE POMACE OIL 5L
IBERO OLIVE POMACE OIL BLENDED 5L,ibero-olive-pomace-oil-blended-5l,oils,19.99,23.00,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-18-at-11.56.34-1.jpeg,IBERO OLIVE POMACE OIL BLENDED 5L
TURKEY WINGS FROZEN 750G,turkey-wings-frozen-750g,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_94esjz94esjz94es.png,TURKEY WINGS FROZEN 750G
SMOKE TURKEY FROZEN 750G,smoke-turkey-frozen-750g,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_ub5fhkub5fhkub5f.png,SMOKE TURKEY FROZEN 750G
COCK BRAND GLUTINOUS RICE FLOUR 400G,cock-brand-glutinous-rice-flour-400g,grocery-staples,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-16.07.57-1.jpeg,COCK BRAND GLUTINOUS RICE FLOUR 400G
COCK BRAND WHITE RICE FLOUR 400G,cock-brand-white-rice-flour-400g,grocery-staples,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-16.07.57.jpeg,COCK BRAND WHITE RICE FLOUR 400G
COCK BRAND TAPIOCA STARCH 400G,cock-brand-tapioca-starch-400g,grocery-staples,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-16.07.57-2-1.jpeg,COCK BRAND TAPIOCA STARCH 400G
EYOKA EGUSI WHOLE 100G,eyoka-egusi-whole-100g,grocery-staples,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-13.21.32.jpeg,EYOKA EGUSI WHOLE 100G
EYOKA EGUSI GROUNDED 100G,eyoka-egusi-grounded-100g,grocery-staples,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-13.21.33.jpeg,EYOKA EGUSI GROUNDED 100G
MJI BONLESS BEEF FEET FROZEN 1KG,mji-bonless-beef-feet-frozen-1kg,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_6lv6cg6lv6cg6lv6.png,MJI BONLESS BEEF FEET FROZEN 1KG
MJI BEEF TRIPE (SHAKI)FROZEN 1KG,mji-beef-tripe-shaki-frozen-1kg,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_7s0yjn7s0yjn7s0y.png,MJI BEEF TRIPE (SHAKI)FROZEN 1KG
MJI BEEF REED FROZEN 1KG,mji-beef-reed-frozen-1kg,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_d5hinbd5hinbd5hi.png,MJI BEEF REED FROZEN 1KG
MJI BEEF SKIN FROZEN 1KG,mji-beef-skin-frozen-1kg,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_uh8lg4uh8lg4uh8l.png,MJI BEEF SKIN FROZEN 1KG
HONEY COMB FROZEN 500G,honey-comb-frozen-500g,frozen-meat-poultry,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/Gemini_Generated_Image_xvlq4lxvlq4lxvlq.png,HONEY COMB FROZEN 500G
TROPICAL SUN GOLDEN SELLA BASMATI 20KG,tropical-sun-golden-sella-basmati-20kg,rice,51.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-14-at-15.32.16.jpeg,TROPICAL SUN GOLDEN SELLA BASMATI 20KG
VISWAS GRATED COCONUT 400G,viswas-grated-coconut-400g,frozen-food,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.39-PM.jpeg,VISWAS GRATED COCONUT 400G
VISWAS AVIYAL MIX VEG 400G,viswas-aviyal-mix-veg-400g,frozen-vegtables,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.39-PM-3.jpeg,VISWAS AVIYAL MIX VEG 400G
VISWAS SAMBAR MIX 400G,viswas-sambar-mix-400g,frozen-vegtables,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.39-PM-2.jpeg,VISWAS SAMBAR MIX 400G
VISWAS JACKFRUIT SEEDS (SLICED) 400G,viswas-jackfruit-seeds-sliced-400g,frozen-food,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.39-PM-1.jpeg,VISWAS JACKFRUIT SEEDS (SLICED) 400G
VISWAS RED ONION SHALLOT 400G,viswas-red-onion-shallot-400g,frozen-vegtables,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.38-PM-3.jpeg,VISWAS RED ONION SHALLOT 400G
VISWAS CUT MANGO GREEN 400G,viswas-cut-mango-green-400g,frozen-food,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.38-PM-2.jpeg,VISWAS CUT MANGO GREEN 400G
HANA MOLOKHIA GREEN 400G,hana-molokhia-green-400g,frozen-vegtables,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.37-PM.jpeg,HANA MOLOKHIA GREEN 400G
VISWAS JACKFRUIT GREEN WHOLE 400G,viswas-jackfruit-green-whole-400g,frozen-food,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.37-PM-4.jpeg,VISWAS JACKFRUIT GREEN WHOLE 400G
VISWAS TENDER JACKFRUIT GREEN 400G,viswas-tender-jackfruit-green-400g,frozen-food,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.37-PM-2.jpeg,VISWAS TENDER JACKFRUIT GREEN 400G
HANA OKRA NO:1 400G,hana-okra-no-1-400g,frozen-vegtables,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.37-PM-1.jpeg,HANA OKRA NO:1 400G
VISWAS DRUM STICK 400G,viswas-drum-stick-400g,frozen-vegtables,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.35-PM.jpeg,VISWAS DRUM STICK 400G
VISWAS TAPIOCA WHOLE (CASSAVA) 908G,viswas-tapioca-whole-cassava-908g,frozen-food,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.35-PM-3.jpeg,VISWAS TAPIOCA WHOLE (CASSAVA) 908G
VISWAS SLICED COCONUT 400G,viswas-sliced-coconut-400g,frozen-food,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.35-PM-2.jpeg,VISWAS SLICED COCONUT 400G
VISWAS LONG BEANS CUT 400G,viswas-long-beans-cut-400g,frozen-vegtables,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.35-PM-1.jpeg,VISWAS LONG BEANS CUT 400G
SHANA OKRA SLICED RINGS 900G,shana-okra-sliced-rings-900g,frozen-vegtables,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.34-PM.jpeg,SHANA OKRA SLICED RINGS 900G
SHANA OKRA RINGS 300G,shana-okra-rings-300g,frozen-vegtables,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.34-PM-1.jpeg,SHANA OKRA RINGS 300G
SHANA KARELA (BITTER GOURD) 300G,shana-karela-bitter-gourd-300g,frozen-vegtables,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.33-PM.jpeg,SHANA KARELA (BITTER GOURD) 300G
DRIED FISH ANCHOVY 200G,dried-fish-anchovy-200g,meats-seafood,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-5.58.56-PM.jpeg,DRIED FISH ANCHOVY 200G
BEGRO SPINACH 1KG,begro-spinach-1kg,frozen-vegtables,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.32-PM-rotated.jpeg,BEGRO SPINACH 1KG
SHANA METHI 300G,shana-methi-300g,frozen-vegtables,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.32-PM-1.jpeg,SHANA METHI 300G
BEGRO PEAS GREEN FROZEN 1KG,begro-peas-green-frozen-1kg,frozen-vegtables,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-12.05.31-PM.jpeg,BEGRO PEAS GREEN FROZEN 1KG
EYOKA CRAY FISH GROUNDED 40G,eyoka-cray-fish-grounded-40g,meats-seafood,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-5.30.35-PM.jpeg,EYOKA CRAY FISH GROUNDED 40G
CONGO NATURE PONDU 500G,congo-nature-pondu-500g,frozen-food,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-5.08.26-PM.jpeg,CONGO NATURE PONDU 500G
DRIED FISH LOTIA 200G,dried-fish-lotia-200g,meats-seafood,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-21-at-5.08.26-PM-1.jpeg,DRIED FISH LOTIA 200G
ZAAD 36 CHICKEN BURGER 2.34KG,zaad-36-chicken-burger-2-34kg,frozen-food,11.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.11-PM-2-1.jpeg,ZAAD 36 CHICKEN BURGER 2.34KG
ZAAD 20 CHICKEN SAUSAGES 1300G,zaad-20-chicken-sausages-1300g,frozen-food,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.11-PM.jpeg,ZAAD 20 CHICKEN SAUSAGES 1300G
ZAAD ADANA KEBABS BEEF 600G,zaad-adana-kebabs-beef-600g,frozen-food,8.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.11-PM-3.jpeg,ZAAD ADANA KEBABS BEEF 600G
ZAAD 12 CHICKEN BURGERS 780G,zaad-12-chicken-burgers-780g,frozen-food,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.11-PM-2.jpeg,ZAAD 12 CHICKEN BURGERS 780G
ZAAD 35 CHICKEN MEAT BALLS 700G,zaad-35-chicken-meat-balls-700g,frozen-food,6.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.12-PM-1.jpeg,ZAAD 35 CHICKEN MEAT BALLS 700G
ZAAD 12 BEEF & CHICKEN BURGERS 660G,zaad-12-beef-chicken-burgers-660g,frozen-food,9.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.12-PM-2.jpeg,ZAAD 12 BEEF & CHICKEN BURGERS 660G
ZAAD KATAIFI KONAFA FILLO 400G,zaad-kataifi-konafa-fillo-400g,frozen-food,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-1.03.12-PM-3.jpeg,ZAAD KATAIFI KONAFA FILLO 400G
HAYDI YOGURT 3.5% 1KG,haydi-yogurt-3-5-1kg,milk-cheese-youghurt,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-10.45.23-AM-3.jpeg,HAYDI YOGURT 3.5% 1KG
HAYDI YOGURT 10%FAT 1KG,haydi-yogurt-10-fat-1kg,milk-cheese-youghurt,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-10.45.23-AM-4.jpeg,HAYDI YOGURT 10%FAT 1KG
PUCK SPREAD 910G,puck-spread-910g,jams-spread,10.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-10.45.23-AM-2.jpeg,PUCK SPREAD 910G
PUCK SPREAD 500G,puck-spread-500g,jams-spread,6.99,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-10.45.23-AM-1.jpeg,PUCK SPREAD 500G
PUCK SPREAD 240G,puck-spread-240g,jams-spread,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-15-at-10.45.23-AM.jpeg,PUCK SPREAD 240G
